dataset,model,seed,params,flops,best_epoch,wall_sec,run_dir,val.n,val.acc,val.macro_f1,val.near_neutral_macro_f1,val.ece,val.mean_entropy,val.fnr,val.neutral_recall,val.neutral_f1,val.nn_subset_n@0.2,val.nn_subset_acc@0.2,val.nn_subset_macro_f1@0.2,val.nn_subset_fnr@0.2,val.nn_subset_n@0.3,val.nn_subset_acc@0.3,val.nn_subset_macro_f1@0.3,val.nn_subset_fnr@0.3,val.nn_subset_n@0.4,val.nn_subset_acc@0.4,val.nn_subset_macro_f1@0.4,val.nn_subset_fnr@0.4,test.n,test.acc,test.macro_f1,test.near_neutral_macro_f1,test.ece,test.mean_entropy,test.fnr,test.neutral_recall,test.neutral_f1,test.nn_subset_n@0.2,test.nn_subset_acc@0.2,test.nn_subset_macro_f1@0.2,test.nn_subset_fnr@0.2,test.nn_subset_n@0.3,test.nn_subset_acc@0.3,test.nn_subset_macro_f1@0.3,test.nn_subset_fnr@0.3,test.nn_subset_n@0.4,test.nn_subset_acc@0.4,test.nn_subset_macro_f1@0.4,test.nn_subset_fnr@0.4,ckplus.n,ckplus.acc,ckplus.macro_f1,ckplus.near_neutral_macro_f1,ckplus.ece,ckplus.mean_entropy,ckplus.fnr,ckplus.neutral_recall,ckplus.neutral_f1
ferplus,efficientface,0,1273857,79693048,37,1323.7362849712372,runs/ferplus/efficientface/seed0,3553,0.8398536448072051,0.7188137584115397,0.6730636406301193,0.03507890062573267,0.6490363451195341,0.1018935978358882,0.8764044943820225,0.8568290003661663,399.0,0.568922305764411,0.5649083112830005,0.3533834586466165,197.0,0.5634517766497462,0.49774162377077913,0.38071065989847713,70.0,0.5571428571428572,0.3265041253360526,0.4,3546,0.829385222786238,0.6887917465511313,0.6210058373782557,0.04331952073364057,0.6462341902866897,0.11077057793345009,0.8890649762282092,0.850967007963595,440.0,0.5409090909090909,0.4508639643691064,0.3931818181818182,204.0,0.46078431372549017,0.4300437889804166,0.4950980392156863,70.0,0.4142857142857143,0.27827380952380953,0.5714285714285714,,,,,,,,,
ferplus,efficientface,1,1273857,79693048,37,1225.3507056236267,runs/ferplus/efficientface/seed1,3553,0.833943146636645,0.7030518249350203,0.6518190610484444,0.050346951485648106,0.6592902709485312,0.10324616771866546,0.8734082397003745,0.8542124542124542,399.0,0.5764411027568922,0.5398576481388497,0.3609022556390977,197.0,0.5888324873096447,0.4958459659508516,0.38071065989847713,70.0,0.6,0.36645435766279755,0.38571428571428573,3546,0.8291032148900169,0.7073866295487222,0.649944767116721,0.046339006184972394,0.6631428256980713,0.10157618213660245,0.8779714738510301,0.851652574942352,440.0,0.5727272727272728,0.47295280851811633,0.3568181818181818,204.0,0.5049019607843137,0.4848399509507221,0.4362745098039216,70.0,0.44285714285714284,0.3163203983516484,0.5571428571428572,,,,,,,,,
ferplus,efficientface,2,1273857,79693048,35,1210.657429933548,runs/ferplus/efficientface/seed2,3553,0.8373205741626795,0.7138725573487356,0.6801516339869281,0.04279911541006505,0.6529196973696727,0.09558160504959423,0.8711610486891386,0.8583025830258303,399.0,0.5939849624060151,0.5784375101728572,0.3283208020050125,197.0,0.5685279187817259,0.39041174607714935,0.3756345177664975,70.0,0.5714285714285714,0.3218662464985994,0.4,3546,0.823181049069374,0.6900576181540929,0.6328844721479836,0.036019835819118384,0.648154627098498,0.11252189141856392,0.8803486529318542,0.8448669201520913,440.0,0.5454545454545454,0.4596183059724612,0.38636363636363635,204.0,0.5098039215686274,0.48297706324022116,0.4362745098039216,70.0,0.5285714285714286,0.2986571389119028,0.4714285714285714,,,,,,,,,
ferplus,efficientface,3,1273857,79693048,39,1225.5789415836334,runs/ferplus/efficientface/seed3,3553,0.8356318603996623,0.7061992380535511,0.665346277895018,0.0429078672432897,0.6454202629800224,0.109107303877367,0.8786516853932584,0.8530909090909091,399.0,0.5614035087719298,0.5164907530209255,0.37593984962406013,197.0,0.5685279187817259,0.4115389122847687,0.39593908629441626,70.0,0.5142857142857142,0.27752682100508186,0.42857142857142855,3546,0.8361534122955443,0.6937469719147029,0.6395524737396647,0.028644223275710055,0.6410227856848483,0.10376532399299475,0.904120443740095,0.8643939393939394,440.0,0.5477272727272727,0.44675163395770723,0.36818181818181817,204.0,0.4852941176470588,0.45601601949446535,0.45098039215686275,70.0,0.42857142857142855,0.28044871794871795,0.5428571428571428,,,,,,,,,
ferplus,efficientface,4,1273857,79693048,32,1217.5770745277405,runs/ferplus/efficientface/seed4,3553,0.8406980016887138,0.7105668211828725,0.6730496461419035,0.03773883028589466,0.6723791357843075,0.08476104598737602,0.8636704119850187,0.8617339312406577,399.0,0.6165413533834586,0.5820382469523133,0.3032581453634085,197.0,0.6446700507614214,0.5249858597811243,0.30456852791878175,70.0,0.6571428571428571,0.3546626984126984,0.3142857142857143,3546,0.826283135927806,0.6951158340424578,0.640814551936939,0.03741571699179298,0.6675617068602272,0.101138353765324,0.875594294770206,0.850654349499615,440.0,0.5659090909090909,0.48644066272408515,0.35909090909090907,204.0,0.5147058823529411,0.5011856368563686,0.4411764705882353,70.0,0.44285714285714284,0.3163203983516484,0.5571428571428572,,,,,,,,,
ferplus,microexpnet,0,84968,9785088,30,376.32488560676575,runs/ferplus/microexpnet/seed0,3553,0.706726709822685,0.4128022836927246,0.24529552007096916,0.08890153016472868,1.1605266214670726,0.2750225428313796,0.8951310861423221,0.7611464968152867,399.0,0.23809523809523808,0.17869848312623246,0.6716791979949874,197.0,0.19796954314720813,0.14338051768639304,0.7157360406091371,70.0,0.15714285714285714,0.12708333333333333,0.8142857142857143,3546,0.6878172588832487,0.4020959387716087,0.23315241698561145,0.07296176900211426,1.1617728561113236,0.27802101576182137,0.8906497622820919,0.7441244620986428,440.0,0.24545454545454545,0.20587567476241855,0.6795454545454546,204.0,0.18137254901960784,0.14674148315452662,0.75,70.0,0.2,0.16750700280112046,0.7714285714285715,,,,,,,,,
ferplus,microexpnet,1,84968,9785088,35,405.5935263633728,runs/ferplus/microexpnet/seed1,3553,0.6918097382493668,0.3813801293357655,0.1899239791755027,0.09046626937204849,1.208796483742854,0.2777276825969342,0.8838951310861424,0.7537527946343021,399.0,0.23809523809523808,0.18483514202692283,0.6616541353383458,197.0,0.19796954314720813,0.16350971126628133,0.7106598984771574,70.0,0.15714285714285714,0.1236111111111111,0.8,3546,0.6804850535815002,0.37250579925854854,0.17755252049580325,0.07721959026182457,1.2019763363357052,0.28064798598949214,0.8961965134706814,0.7455504284772577,440.0,0.25,0.20939062314588844,0.6704545454545454,204.0,0.19117647058823528,0.16598978103410353,0.7401960784313726,70.0,0.2,0.16277472527472525,0.7571428571428571,,,,,,,,,
ferplus,microexpnet,2,84968,9785088,36,341.86792254447937,runs/ferplus/microexpnet/seed2,3553,0.7078525189980298,0.40647569900786185,0.233794129718018,0.08453225565796176,1.1473527326005901,0.2610459873760144,0.8846441947565543,0.7631663974151858,399.0,0.2882205513784461,0.21001162641711577,0.6190476190476191,197.0,0.25380710659898476,0.1840958605664488,0.6598984771573604,70.0,0.21428571428571427,0.1411401098901099,0.7428571428571429,3546,0.6838691483361534,0.3848158727539375,0.20321082151355774,0.06348116215591838,1.1449296594392946,0.260507880910683,0.8835182250396196,0.7503364737550471,440.0,0.25681818181818183,0.2146255871287187,0.6636363636363637,204.0,0.19607843137254902,0.1752415458937198,0.7352941176470589,70.0,0.21428571428571427,0.16177884615384613,0.7285714285714285,,,,,,,,,
ferplus,microexpnet,3,84968,9785088,33,341.50830006599426,runs/ferplus/microexpnet/seed3,3553,0.7041936391781592,0.4092821417680856,0.23819223948053433,0.09253283175881041,1.174467146689074,0.26871055004508565,0.8876404494382022,0.7605905006418485,399.0,0.24812030075187969,0.2003875413801884,0.6591478696741855,197.0,0.19796954314720813,0.16761804087385482,0.7258883248730964,70.0,0.14285714285714285,0.11160714285714285,0.8,3546,0.6883812746756909,0.3986191961822246,0.22383898587022705,0.0771724410827144,1.1662742108397803,0.2745183887915937,0.8946117274167987,0.7481776010603048,440.0,0.23636363636363636,0.2033506317534819,0.6795454545454546,204.0,0.19607843137254902,0.1754955526773997,0.7450980392156863,70.0,0.24285714285714285,0.1872894204851752,0.7285714285714285,,,,,,,,,
ferplus,microexpnet,4,84968,9785088,35,341.12938475608826,runs/ferplus/microexpnet/seed4,3553,0.7061638052350127,0.39666789754936793,0.21259185036740147,0.09745816277671197,1.1805118153161063,0.2569882777276826,0.8801498127340824,0.762987012987013,399.0,0.2656641604010025,0.20538476113358878,0.6240601503759399,197.0,0.2182741116751269,0.16501528751982475,0.6751269035532995,70.0,0.14285714285714285,0.10386904761904761,0.7714285714285715,3546,0.6847151720248167,0.38353673127643007,0.19972530710600067,0.07730943658295494,1.1799213949597886,0.2609457092819615,0.8684627575277337,0.7420446851726472,440.0,0.275,0.2246572938607791,0.6409090909090909,204.0,0.20098039215686275,0.18991980382700466,0.7401960784313726,70.0,0.2571428571428571,0.22444331983805668,0.6714285714285714,,,,,,,,,
